curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
YABB780904MSNMDN09,Benito Yami Badillo,SECRETARIA GENERAL DEL CONSEJO NACIONAL DE POBLACION,FEDERAL,Dirección General de Administración,False,L32,MAESTRÍA,5.8,5.3,11.1,8.0,2.0,5977596.0,3.0,184408482.0,85835777.0,276221855.0,1604590.0,5336268.0,4644780.0,4213032.0,4389588.0,4547280.0
YABJ871116MSNNZR07,Jorge Yanes Báez,IMPRESORA Y ENCUADERNADORA PROGRESO S.A. DE C.V.,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,19,ESPECIALIDAD,10.8,0.0,10.8,6.0,3.0,4934992.0,3.0,233953266.0,54510812.0,293399070.0,1909840.0,5905788.0,4873536.0,4975044.0,5432424.0,5759760.0
YACB810915HDFMRR08,Berta Yami Cordero,CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES S.A. DE C.V.,MUNICIPAL,Dirección General de Tecnologías de Información,False,O32,LICENCIATURA,5.7,6.2,11.9,0.0,0.0,0.0,1.0,632741.0,18001.0,650742.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
YAEU711018HVZMQL02,Uriel Yami Esquivel,FONDO DE CULTURA ECONOMICA,MUNICIPAL,Dirección General de Tecnologías de Información,False,N33,MAESTRÍA,5.9,5.8,11.7,3.0,0.0,1525065.0,1.0,7169470.0,607730.0,9302265.0,227230.0,1154796.0,1054956.0,1174344.0,1180536.0,1240188.0
YAFF820608HPUMJR02,Francisco Yami Fajardo,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,ESTATAL,Unidad de Administración,False,O33,LICENCIATURA,5.8,6.3,12.1,5.0,0.0,1196755.0,1.0,1250610.0,43881.0,2491246.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YAGM781025HPUGLR01,Marisol Yago Gálvez,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA,MUNICIPAL,Dirección General de Administración,False,L32,ESPECIALIDAD,6.1,4.0,10.1,6.0,3.0,4921024.0,3.0,147580128.0,48727436.0,201228588.0,1376130.0,4660800.0,4441272.0,4778244.0,4681572.0,5067264.0
YAGM800907MVZGMR07,Margarita Yago Gómez,ADMINISTRACION PORTUARIA INTEGRAL DE ALTAMIRA S.A. DE C.V.,MUNICIPAL,Unidad de Servicios Tecnológicos,False,N34,MAESTRÍA,12.3,0.0,12.3,3.0,0.0,1486139.0,1.0,2790033.0,417333.0,4693505.0,281105.0,1243668.0,1222944.0,1247532.0,1255524.0,1357956.0
YAKY770220HAGNRM01,Yamileth Yanes Karam,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,MUNICIPAL,Dirección General de Administración,False,O33,LICENCIATURA,6.0,4.8,10.8,4.0,1.0,901250.0,0.0,0.0,26448.0,927698.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YALL750217MAGNVT07,Leticia Yanes Luevano,COMISION NACIONAL DE VIVIENDA,FEDERAL,Unidad de Servicios Tecnológicos,False,19,ESPECIALIDAD,6.3,5.1,11.399999999999999,5.0,3.0,2533712.0,3.0,184381735.0,83045920.0,269961367.0,2053540.0,5760744.0,5463408.0,5445528.0,5390964.0,5536932.0
YAOD790224HAGGHG06,Diego Yago Ochoa,COMISION NACIONAL DE CULTURA FISICA Y DEPORTE,ESTATAL,Unidad de Asuntos Jurídicos,False,22,ESPECIALIDAD,11.5,0.0,11.5,7.0,4.0,5582879.0,3.0,130230544.0,106260531.0,242073954.0,2301395.0,6143484.0,6797268.0,6269724.0,6280752.0,6224604.0
YAOE800418MPUGNT05,Esteban Yago Oquendo,AGENCIA NACIONAL DE SEGURIDAD INDUSTRIAL Y DE PROTECCIÓN AL MEDIO AMBIENTE DEL SECTOR HIDROCARBUROS,MUNICIPAL,Dirección General de Administración,False,19,MAESTRÍA,6.5,4.8,11.3,6.0,1.0,3696919.0,3.0,338811601.0,51498040.0,394006560.0,1320635.0,5457900.0,4838136.0,5237892.0,5458908.0,4812324.0
YAQI710122HPUMNS08,Isaias Yami Quintero de la cruz,COMISION NACIONAL DE SEGUROS Y FIANZAS,MUNICIPAL,Unidad de Asuntos Jurídicos,False,18,ESPECIALIDAD,6.3,5.0,11.3,7.0,5.0,6510521.0,3.0,164154830.0,80699919.0,251365270.0,1637950.0,4884324.0,4296864.0,4039428.0,5247156.0,6055368.0
YAQL720814HPUNNR01,Laura Yanes Quintero de la cruz,CONSEJO DE MENORES,ESTATAL,Dirección General de Inteligencia,False,O33,LICENCIATURA,5.6,6.7,12.3,6.0,1.0,876728.0,0.0,0.0,12374.0,889102.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YARA700315HDFGST03,Antonio Yago Rosado,CENTRO DE ESTUDIOS SUPERIORES EN TURISMO,FEDERAL,Dirección General de Administración,False,O33,LICENCIATURA,10.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,17781.0,17781.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YASM740022MAGNDG05,Magdalena Yanes Sedillo,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA",FEDERAL,Dirección General de Administración,False,A33,LICENCIATURA,5.6,5.8,11.399999999999999,3.0,0.0,646557.0,1.0,932363.0,27305.0,1606225.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
YASU810118MAGGRL06,Uriel Yago Serrano,INSTITUTO NACIONAL DE PEDIATRIA,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,N22,LICENCIATURA,10.8,0.0,10.8,2.0,1.0,248265.0,0.0,0.0,42975.0,291240.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
YATA830324HPUGRN09,Alondra Romina Yago Terrazas,COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS,MUNICIPAL,Unidad de Vinculación,False,22,MAESTRÍA,6.5,6.5,13.0,5.0,2.0,3409203.0,3.0,323326639.0,69292962.0,396028804.0,1692930.0,6924156.0,6932856.0,6047292.0,6729528.0,7037436.0
YAVC740917HDFMLT06,Catalina Yami Vallejo,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,ESTATAL,Dirección General de Vinculación,False,J32,MAESTRÍA,5.9,5.8,11.7,5.0,2.0,2256614.0,3.0,225657695.0,83644239.0,311558548.0,1477260.0,4825356.0,4615404.0,5035104.0,4568880.0,5789028.0
YBKC730908MAGBRR01,Carlota Ybarra Korta hernandez,INSTITUTO NACIONAL DE CARDIOLOGIA IGNACIO CHAVEZ,FEDERAL,Unidad de Vinculación,False,N33,MAESTRÍA,11.7,0.0,11.7,3.0,1.0,1124782.0,0.0,0.0,1190025.0,2314807.0,312575.0,1157940.0,1205832.0,1111080.0,1259952.0,1247952.0
YBMA881024MDFBDX03,Alexa Ybarra Medrano,INSTITUTO PARA LA PROTECCION AL AHORRO BANCARIO,MUNICIPAL,Dirección General de Tecnologías de Información,False,17,MAESTRÍA,5.4,6.1,11.5,8.0,4.0,5637767.0,3.0,213205050.0,69518209.0,288361026.0,1874190.0,5242344.0,5672172.0,4459980.0,5180328.0,4452516.0
YBOG750417MDFBDR07,Gregorio Ybarra Ojeda,INSTITUTO NACIONAL PARA LA EVALUACION DE LA EDUCACION,ESTATAL,Dirección General de Inteligencia,False,22,MAESTRÍA,9.8,0.0,9.8,7.0,4.0,5000592.0,3.0,212233355.0,50112477.0,267346424.0,1810730.0,6488892.0,6681900.0,6930636.0,7536108.0,6843336.0
YBPA850505MSNBZF04,Alfonso Ybarra Páez,"FONATUR MANTENIMIENTO TURISTICO, S.A. DE C.V.",FEDERAL,Dirección General de Innovacion,False,22,MAESTRÍA,6.7,6.4,13.100000000000001,6.0,3.0,7426757.0,3.0,179311483.0,73910105.0,260648345.0,1947330.0,6473472.0,5563344.0,6183492.0,6107604.0,5920368.0
YBZE800002HDFBRZ02,Elizabeth Ybarra Zarate,COMISION NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,ESTATAL,Dirección General de Vinculación,False,A33,LICENCIATURA,12.1,0.0,12.1,6.0,2.0,1368497.0,1.0,472515.0,31924.0,1872936.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
YECE880222MVZBNC06,Erick Yebra Cantú,COMISION FEDERAL DE TELECOMUNICACIONES,FEDERAL,Dirección General de Innovacion,False,M34,LICENCIATURA,10.3,0.0,10.3,4.0,1.0,1949143.0,0.0,0.0,1439978.0,3389121.0,352550.0,1755120.0,1580676.0,1703256.0,1603428.0,1678260.0
YEGR850605HDFBRN03,Renata Yebra Garza,COMISION FEDERAL DE ELECTRICIDAD,FEDERAL,Dirección General de Administración,False,19,ESPECIALIDAD,11.2,0.0,11.2,6.0,3.0,4495628.0,3.0,154081654.0,145882084.0,304459366.0,1620320.0,5061588.0,6326724.0,5044464.0,4907292.0,6200424.0
YEHV860921HPUBRL05,Valeria Yebra Herrera,CENTRO NACIONAL DE PREVENCION DE DESASTRES,MUNICIPAL,Dirección General de Inteligencia,False,17,ESPECIALIDAD,6.0,4.5,10.5,7.0,4.0,7099627.0,3.0,140686588.0,81587910.0,229374125.0,1420220.0,4660944.0,4755348.0,4734960.0,4480836.0,4639656.0
YETM790121HPUBJR02,María de Jesús Yebra Tejada,COMISION NACIONAL DE SEGUROS Y FIANZAS,ESTATAL,Unidad de Administración,False,M34,LICENCIATURA,6.1,5.9,12.0,7.0,1.0,3557602.0,1.0,2586620.0,1058671.0,7202893.0,430295.0,1799856.0,1696164.0,1681824.0,1677588.0,1664772.0
YEVE741024HDFBRT09,Estela Yebra Varela,COLEGIO DE BACHILLERES,ESTATAL,Unidad de Asuntos Jurídicos,False,N33,LICENCIATURA,10.1,0.0,10.1,6.0,3.0,2609932.0,1.0,3630022.0,911039.0,7150993.0,295950.0,1185096.0,1158156.0,1098240.0,1221720.0,1198884.0
YEZL820326MAGBVL04,Lilia Yebra Zavala,SISTEMA PÚBLICO DE RADIODIFUSIÓN DEL ESTADO MEXICANO,MUNICIPAL,Dirección General de Administración,False,O33,LICENCIATURA,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,27423.0,27423.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YUAF750823MVZNRD02,Federico Yunta Aparicio,TRIBUNAL FEDERAL DE CONCILIACION Y ARBITRAJE,MUNICIPAL,Unidad de Administración,False,19,ESPECIALIDAD,6.2,5.8,12.0,7.0,3.0,4782298.0,3.0,311982894.0,77563493.0,394328685.0,1620160.0,5324964.0,5562060.0,5888376.0,5643408.0,4562196.0
YUAL840419MSNNRS06,Luis Ángel Yunta Abrego,CONSEJO NACIONAL PARA EL DESARROLLO Y LA INCLUSIÓN DE LAS PERSONAS CON DISCAPACIDAD,ESTATAL,Dirección General de Tecnologías de Información,False,18,ESPECIALIDAD,12.7,0.0,12.7,7.0,3.0,4578668.0,3.0,247388520.0,45272515.0,297239703.0,1723915.0,5081124.0,4566888.0,4875576.0,4633164.0,4839576.0
YUAM810404MPUNMC07,Micaela Yunta Almonte,UNIVERSIDAD AUTONOMA AGRARIA ANTONIO NARRO,FEDERAL,Dirección General de Inteligencia,False,18,ESPECIALIDAD,11.8,0.0,11.8,8.0,4.0,3802463.0,3.0,142875664.0,25691704.0,172369831.0,1730055.0,4861440.0,4885524.0,5299800.0,4618212.0,5162280.0
YUCL840117HPUNNN08,Leonardo Yunta Canales,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,ESTATAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,7.0,5.0,12.0,5.0,0.0,1333124.0,1.0,1193080.0,24654.0,2550858.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
YUGM890220MAGNZR02,Mario Yunta Guzmán,CENTRO NACIONAL DE PREVENCION DE DESASTRES,ESTATAL,Unidad de Vinculación,False,18,MAESTRÍA,9.8,0.0,9.8,6.0,3.0,4932674.0,3.0,195444721.0,17843319.0,218220714.0,1784305.0,4657740.0,4697640.0,5467584.0,4893108.0,4852968.0
YUKN820311MVZNNR09,Norma Yunta Kano,PROCURADURIA FEDERAL DE PROTECCION AL AMBIENTE,ESTATAL,Unidad de Vinculación,False,N34,LICENCIATURA,6.3,4.2,10.5,6.0,1.0,2850734.0,1.0,4861177.0,1282422.0,8994333.0,331600.0,1419828.0,1203432.0,1207488.0,1143036.0,1355244.0
YUOL840817HAGNMT08,Leticia Yunta Olmos,COMISION NACIONAL DE ARBITRAJE MEDICO,FEDERAL,Dirección General de Tecnologías de Información,False,N34,LICENCIATURA,6.4,5.5,11.9,3.0,0.0,1662561.0,1.0,3755999.0,1152189.0,6570749.0,318550.0,1176924.0,1257960.0,1159368.0,1216416.0,1250736.0
YURD870321HSNNMN06,Daniel Yunta Romo,SECRETARIA DE ECONOMIA,FEDERAL,Dirección General de Vinculación,False,N34,MAESTRÍA,9.7,0.0,9.7,3.0,0.0,1387642.0,1.0,9488925.0,852833.0,11729400.0,270030.0,1312452.0,1185348.0,1223280.0,1285116.0,1213056.0
YURK870103HAGNLM01,Kimberly Yunta Ruelas,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES AGRICOLAS Y PECUARIAS,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,M34,MAESTRÍA,6.4,6.6,13.0,4.0,1.0,1778925.0,1.0,6653709.0,1133176.0,9565810.0,325820.0,1578288.0,1530204.0,1637544.0,1726512.0,1601964.0
YÁAD820705MDFÑVL08,Dulce María Yáñez Arevalo,COLEGIO DE POSTGRADUADOS,FEDERAL,Unidad de Transparencia,False,M34,ESPECIALIDAD,11.6,0.0,11.6,3.0,1.0,1085283.0,1.0,3071766.0,891303.0,5048352.0,405740.0,1585800.0,1723356.0,1670268.0,1556208.0,1688832.0
YÁAJ740912MDFÑTS06,Jesús Yáñez Altamirano,FONDO DE CULTURA ECONOMICA,ESTATAL,Dirección General de Administración,False,M34,ESPECIALIDAD,5.5,4.9,10.4,3.0,0.0,1312325.0,1.0,5477876.0,451438.0,7241639.0,385025.0,1510464.0,1635072.0,1481016.0,1702572.0,1533432.0
YÁCA860005HAGÑRT05,Anita Yáñez Cervantes,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,ESTATAL,Unidad de Administración,False,M34,ESPECIALIDAD,5.7,5.9,11.600000000000001,6.0,1.0,2639783.0,0.0,0.0,575253.0,3215036.0,357160.0,1680240.0,1799604.0,1636800.0,1605576.0,1748976.0
YÁCM820315MAGÑRR08,Mercedes Yáñez Carmona,SERVICIOS DE ATENCION PSIQUIATRICA,ESTATAL,Dirección General de Administración,False,O33,LICENCIATURA,10.6,0.0,10.6,4.0,1.0,958192.0,0.0,0.0,10581.0,968773.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YÁCS720805MPUÑPL05,Silvia Yáñez Cepeda,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,MUNICIPAL,Dirección General de Innovacion,False,O33,LICENCIATURA,6.3,4.5,10.8,0.0,0.0,0.0,1.0,1649330.0,40367.0,1689697.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
YÁJM760010HVZÑRN05,Manuela Yáñez Jaramillo,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN A.C.,ESTATAL,Unidad de Transparencia,False,N22,LICENCIATURA,6.2,6.3,12.5,3.0,1.0,730536.0,0.0,0.0,13511.0,744047.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
YÁKD830612MAGÑRV05,David Yáñez Karan,COORDINACION NACIONAL DEL PROGRAMA DE DESARROLLO HUMANO OPORTUNIDADES,ESTATAL,Unidad de Vinculación,False,O32,LICENCIATURA,9.7,0.0,9.7,0.0,0.0,0.0,0.0,0.0,10777.0,10777.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
YÁLE820507MVZÑNT01,Estefanía Yáñez Longoria,EXPORTADORA DE SAL S.A.DE C.V.,FEDERAL,Dirección General de Innovacion,False,M34,LICENCIATURA,6.0,4.1,10.1,4.0,0.0,1731590.0,1.0,2277605.0,898798.0,4907993.0,392390.0,1653192.0,1641180.0,1649892.0,1557960.0,1565040.0
YÁLM740818HAGÑNN09,Manuel Yáñez Luna,UNIVERSIDAD ABIERTA Y A DISTANCIA DE MÉXICO,ESTATAL,Dirección General de Vinculación,False,18,DOCTORADO,5.6,6.2,11.8,7.0,3.0,7985957.0,3.0,303951749.0,96977383.0,408915089.0,1354045.0,4486332.0,4421208.0,5472288.0,4825140.0,5790696.0
YÁVC700106HVZÑLL01,Claudia Yáñez Valverde,INSTITUTO NACIONAL PARA EL DESARROLLO DE CAPACIDADES DEL SECTOR RURAL A.C.,ESTATAL,Dirección General de Vinculación,False,A33,LICENCIATURA,5.9,4.7,10.600000000000001,3.0,1.0,428415.0,0.0,0.0,42446.0,470861.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ZAAA731002HSNVYS09,Agustín Zavala Aguayo,COMISION FEDERAL DE MEJORA REGULATORIA,MUNICIPAL,Dirección General de Administración,False,N34,MAESTRÍA,6.0,5.1,11.1,3.0,1.0,1296925.0,0.0,0.0,617715.0,1914640.0,334865.0,1209408.0,1307340.0,1308468.0,1362228.0,1184484.0
ZAAA870521MSNPRN06,Alondra Romina Zapata Adorno,UNIVERSIDAD ABIERTA Y A DISTANCIA DE MÉXICO,ESTATAL,Dirección General de Inteligencia,False,N22,LICENCIATURA,6.2,5.6,11.8,0.0,0.0,0.0,0.0,0.0,10515.0,10515.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ZAAC700405HAGRÑN08,Conchita Zaragoza Araña,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,FEDERAL,Dirección General de Innovacion,False,N22,LICENCIATURA,9.8,0.0,9.8,5.0,0.0,836649.0,1.0,183382.0,12844.0,1032875.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ZAAC760812HSNPBR01,Carla Zapata Alba,EL COLEGIO DE SAN LUIS A.C,MUNICIPAL,Dirección General de Vinculación,False,L32,DOCTORADO,10.6,0.0,10.6,5.0,2.0,3700439.0,2.0,189555111.0,68569729.0,261825279.0,1690220.0,5242236.0,5041380.0,5787864.0,5025372.0,5530008.0
ZAAC780304MDFYSL09,Claudia Zayas Agosto,INSTITUTO FEDERAL DE ACCESO A LA INFORMACION PUBLICA,ESTATAL,Unidad de Vinculación,False,O33,LICENCIATURA,6.1,4.1,10.2,4.0,0.0,288672.0,0.0,0.0,16736.0,305408.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ZAAF890907MDFVYL01,Florencia Zavala Anaya,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,ESTATAL,Dirección General de Tecnologías de Información,False,N34,LICENCIATURA,11.2,0.0,11.2,5.0,1.0,1994206.0,1.0,8866379.0,994869.0,11855454.0,317430.0,1215984.0,1224972.0,1131072.0,1135992.0,1261404.0
ZAAI880304MAGPLC06,Isaac Zapata Arellano,CENTRO DE EVALUACION Y DESARROLLO HUMANO,MUNICIPAL,Unidad de Asuntos Jurídicos,False,22,MAESTRÍA,5.9,4.2,10.100000000000001,8.0,4.0,3284703.0,3.0,157905399.0,98067351.0,259257453.0,1521885.0,5981268.0,5328168.0,6097500.0,5586324.0,6302892.0
ZAAJ780021MVZBRN04,Juan Carlos Zabaleta Arredondo,SECRETARIA DE ECONOMIA,MUNICIPAL,Unidad de Transparencia,False,22,MAESTRÍA,11.2,0.0,11.2,6.0,2.0,3941555.0,2.0,47822556.0,66197523.0,117961634.0,1939870.0,5773116.0,5989932.0,6357732.0,5394384.0,6218604.0
ZAAM880516MSNMSR03,María Elena Zambrana Agosto,HOSPITAL GENERAL DE MEXICO,ESTATAL,Unidad de Asuntos Jurídicos,False,N34,LICENCIATURA,5.8,5.1,10.899999999999999,4.0,0.0,1598305.0,1.0,2778130.0,1232096.0,5608531.0,313830.0,1266564.0,1307124.0,1208400.0,1190796.0,1372728.0
ZAAN730021MPUMLR04,Norma Zamarreno Aguilera,INSTITUTO MEXICANO DE LA JUVENTUD,MUNICIPAL,Dirección General de Vinculación,False,17,MAESTRÍA,6.2,6.2,12.4,5.0,3.0,6287523.0,1.0,43092640.0,55739929.0,105120092.0,1499790.0,4652292.0,4014876.0,5499204.0,4746108.0,4860084.0
ZAAV711006MDFPNC09,Victoria Zapata Arenas,CFE SUMINISTRADOR DE SERVICIOS BÁSICOS,MUNICIPAL,Dirección General de Tecnologías de Información,False,22,DOCTORADO,9.4,0.0,9.4,8.0,4.0,5364367.0,3.0,271864583.0,22250361.0,299479311.0,2033990.0,6581076.0,6172512.0,7162596.0,6274992.0,5975976.0
ZAAV790815MPUBVC09,Víctor Zabaleta Alvarez,INSTITUTO NACIONAL DE MIGRACION,MUNICIPAL,Dirección General de Vinculación,False,N34,LICENCIATURA,5.7,4.6,10.3,6.0,1.0,2509157.0,1.0,6644063.0,768359.0,9921579.0,279310.0,1195128.0,1318344.0,1179924.0,1245720.0,1120536.0
ZAAV820608HVZRRL03,Valentina Zaragoza Adorno,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,FEDERAL,Dirección General de Vinculación,False,N22,LICENCIATURA,10.7,0.0,10.7,0.0,0.0,0.0,1.0,453929.0,21732.0,475661.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ZABC870814MVZPRM09,Camila Zapata Barrios,AGENCIA MEXICANA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,FEDERAL,Unidad de Servicios Tecnológicos,False,L32,DOCTORADO,12.2,0.0,12.2,5.0,2.0,4305329.0,3.0,263257419.0,64181831.0,331744579.0,1311310.0,5190420.0,5159892.0,5496180.0,5358948.0,4032972.0
ZABD850323HSNMCB05,Débora Zambrano Becerra,INSTITUTO MEXICANO DEL PETROLEO,FEDERAL,Unidad de Servicios Tecnológicos,False,O33,LICENCIATURA,5.7,6.1,11.8,0.0,0.0,0.0,1.0,380190.0,5822.0,386012.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ZABF891006MSNMRR04,Francisco Zamudio Barela,ADMINISTRACION PORTUARIA INTEGRAL DE ALTAMIRA S.A. DE C.V.,MUNICIPAL,Unidad de Servicios Tecnológicos,False,17,ESPECIALIDAD,6.2,4.9,11.100000000000001,4.0,2.0,4850699.0,3.0,58227009.0,106228180.0,169305888.0,1459720.0,5180928.0,5077848.0,4936968.0,4814004.0,5223684.0
ZABJ820227MPUBRS06,José Antonio Zabaleta Barraza,FONDO PARA EL DESARROLLO DE LOS RECURSOS HUMANOS,MUNICIPAL,Dirección General de Inteligencia,False,N22,LICENCIATURA,11.2,0.0,11.2,4.0,0.0,878845.0,1.0,1154371.0,31510.0,2064726.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ZABM701011HDFRÑL05,Melany Zaragoza Bañuelos,BANCO NACIONAL DE CREDITO RURAL S.N.C.,ESTATAL,Dirección General de Administración,False,A33,LICENCIATURA,9.3,0.0,9.3,0.0,0.0,0.0,1.0,317853.0,10861.0,328714.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ZABM890503MVZVRY04,Mayte Zavala Berríos,PRODUCTORA NACIONAL DE BIOLOGICOS VETERINARIOS,MUNICIPAL,Dirección General de Tecnologías de Información,False,M34,ESPECIALIDAD,10.9,0.0,10.9,2.0,0.0,869398.0,1.0,3188947.0,578102.0,4636447.0,357300.0,1576464.0,1609536.0,1542828.0,1637244.0,1534032.0
ZABR721124MSNVÑS05,Rosa María Zavala Bañuelos,COMISION FEDERAL PARA LA PROTECCION CONTRA RIESGOS SANITARIOS,MUNICIPAL,Dirección General de Tecnologías de Información,False,L32,MAESTRÍA,12.1,0.0,12.1,8.0,2.0,8524941.0,3.0,136593237.0,44025723.0,189143901.0,1605000.0,4794216.0,4268172.0,5083020.0,5124960.0,4478808.0
ZABV770706HDFPNL02,Valentina Zapata Banda,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MUNICIPAL,Unidad de Vinculación,False,L32,MAESTRÍA,6.0,6.2,12.2,5.0,3.0,4035974.0,3.0,217884638.0,84296652.0,306217264.0,1579265.0,4498032.0,6015696.0,4920492.0,5564292.0,4807212.0
ZACA750102MVZMTD04,Andrea Zamora Cotto,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,MUNICIPAL,Dirección General de Tecnologías de Información,False,M34,ESPECIALIDAD,11.0,0.0,11.0,6.0,0.0,2691691.0,1.0,9292728.0,997935.0,12982354.0,423210.0,1629000.0,1600284.0,1483428.0,1585596.0,1782912.0
ZACA780018MVZMSR03,Abril Zamarreno Castañeda,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",FEDERAL,Unidad de Asuntos Jurídicos,False,17,DOCTORADO,6.2,5.5,11.7,9.0,3.0,7613882.0,3.0,152720531.0,31188009.0,191522422.0,1829905.0,4819812.0,4001076.0,4624464.0,5175552.0,3784404.0
ZACE751003MAGMHM01,Esmeralda Zambrano Chapa,PROCURADURIA FEDERAL DEL CONSUMIDOR,ESTATAL,Dirección General de Administración,False,N33,ESPECIALIDAD,10.7,0.0,10.7,5.0,2.0,2335456.0,1.0,1722700.0,856640.0,4914796.0,262310.0,1147716.0,1064256.0,1106352.0,1199628.0,1159404.0
ZACE850003HSNVVR06,Enrique Zavala Cavazos,CONSEJO NACIONAL PARA EL DESARROLLO Y LA INCLUSIÓN DE LAS PERSONAS CON DISCAPACIDAD,MUNICIPAL,Dirección General de Vinculación,False,M34,LICENCIATURA,6.7,6.3,13.0,5.0,1.0,2360466.0,1.0,9501515.0,273562.0,12135543.0,373850.0,1699692.0,1711752.0,1560300.0,1644132.0,1706760.0
ZACH720406MDFBRM07,Homero Zabaleta Cordero,XE-IPN CANAL 11,FEDERAL,Unidad de Transparencia,False,N34,LICENCIATURA,5.9,3.8,9.7,2.0,0.0,1050737.0,1.0,7889720.0,879895.0,9820352.0,327310.0,1148628.0,1395972.0,1278804.0,1180884.0,1158756.0
ZACM740322MSNVRC04,Micaela Zavala Carrillo,EL COLEGIO DE LA FRONTERA SUR,ESTATAL,Unidad de Asuntos Jurídicos,False,N33,LICENCIATURA,10.0,0.0,10.0,4.0,1.0,1769049.0,1.0,1764184.0,938318.0,4471551.0,306670.0,1101264.0,1113360.0,996180.0,1119024.0,1168212.0
ZACM870211HVZMSL03,Melany Zamarripa Castro,SECRETARIA DE EDUCACION PUBLICA,FEDERAL,Dirección General de Administración,False,N34,ESPECIALIDAD,5.9,3.8,9.7,2.0,0.0,720745.0,1.0,3087045.0,503183.0,4310973.0,287730.0,1119600.0,1398144.0,1246896.0,1166364.0,1112748.0
ZACR860823HAGMRS02,Rosa Zamudio Córdova,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,FEDERAL,Dirección General de Administración,False,J32,MAESTRÍA,11.5,0.0,11.5,7.0,4.0,7688042.0,3.0,273372915.0,88630592.0,369691549.0,1620085.0,4263084.0,4980228.0,5667288.0,5159736.0,5204796.0
