"curp_funcionario","r_70-2010_LUJO_TOTAL","r_70-2010_NO LUJO_TOTAL","r_2010-2015_LUJO_TOTAL","r_2010-2015_NO LUJO_TOTAL","r_2015-2020_LUJO_TOTAL","r_2015-2020_NO LUJO_TOTAL","r_70-2010_LUJO_VALOR","r_70-2010_NO LUJO_VALOR","r_2010-2015_LUJO_VALOR","r_2010-2015_NO LUJO_VALOR","r_2015-2020_LUJO_VALOR","r_2015-2020_NO LUJO_VALOR"
"URFM861124MSNBNR09",NA,4,NA,NA,NA,NA,NA,1874874,NA,NA,NA,NA
"URGE820211MPUBZZ03",NA,2,NA,3,NA,NA,NA,1112636,NA,1086146,NA,NA
"URKJ820410HPURMM01",NA,1,4,2,NA,1,NA,589818,4990190,1222397,NA,403077
"URKR730105MAGRRC07",NA,2,NA,NA,NA,NA,NA,345268,NA,NA,NA,NA
"URKS770008MDFÑML07",NA,1,5,2,NA,NA,NA,692060,2551115,1426415,NA,NA
"URLM830118MDFÑLR03",NA,2,1,NA,NA,1,NA,1012927,543487,NA,NA,479814
"URLX780419HSNÑZC02",1,2,1,3,NA,NA,558435,1175816,3100000,1652200,NA,NA
"URMÁ770615HDFRJG01",NA,1,2,3,1,1,NA,450141,702121,1896300,611874,477803
"URMD700220HVZBRB01",NA,NA,3,4,1,1,NA,NA,1124355,2847775,785819,786919
"URMD710518MAGRSL03",NA,2,3,2,NA,NA,NA,1376853,2723432,1240753,NA,NA
"URMG800225HAGBNN02",1,NA,2,1,NA,1,726710,NA,2174470,575077,NA,696710
"UROJ850615HAGÑTS01",1,4,NA,1,1,NA,332459,1408438,NA,489393,541558,NA
"UROS711027HVZBRL02",NA,1,3,NA,1,NA,NA,710420,2914028,NA,618382,NA
"URQE780602MSNSSL02",1,NA,2,2,NA,1,501779,NA,1006339,702039,NA,351700
"URRA880313MAGSNX03",1,2,NA,NA,NA,NA,130242,275826,NA,NA,NA,NA
"URRD790405HPUÑSN08",1,NA,1,2,1,1,1100000,NA,440926,1258029,675987,649785
"URSE860926HSNBLV03",NA,3,NA,NA,NA,NA,NA,407265,NA,NA,NA,NA
"URSG710903HSNSRB06",NA,1,1,3,1,1,NA,642364,0,1533918,715637,519162
"URSG800911HDFRNL03",1,NA,NA,3,NA,1,1100000,NA,NA,1611229,NA,660043
"URTJ790723HSNBRQ02",2,1,NA,1,NA,1,912123,488560,NA,437946,NA,592832
"URUA810312HPURBD08",NA,NA,2,5,NA,NA,NA,NA,2396082,2889537,NA,NA
"URVL851106MSNSLR05",NA,NA,1,3,NA,NA,NA,NA,2e+06,2165579,NA,NA
"URVM860411HSNÑZR04",NA,2,NA,NA,NA,1,NA,683216,NA,NA,NA,352989
"URYJ781108MVZRBS02",NA,1,3,3,1,NA,NA,386497,4379816,2038469,681921,NA
"URYJ850405HSNSBR08",NA,NA,2,4,NA,NA,NA,NA,2429739,2141007,NA,NA
"VAAE830721HAGLÑL06",NA,NA,2,2,NA,NA,NA,NA,740481,1111587,NA,NA
"VAAG830405HPURVL03",NA,4,NA,1,NA,NA,NA,1855584,NA,431853,NA,NA
"VAAI870319MVZRTB01",2,5,NA,NA,NA,NA,383595,1171449,NA,NA,NA,NA
"VAAM720522HAGCGY01",NA,1,4,NA,NA,2,NA,410723,3764615,NA,NA,1214932
"VAAM840226HSNLJR03",NA,4,NA,1,NA,NA,NA,2091034,NA,465044,NA,NA
"VAAR830724MPURRG02",NA,5,NA,NA,NA,NA,NA,991752,NA,NA,NA,NA
"VAAT750114HSNLBR07",NA,2,NA,1,NA,NA,NA,964672,NA,556063,NA,NA
"VAAX710026HVZNMM05",NA,2,NA,2,NA,NA,NA,962385,NA,1023513,NA,NA
"VABC820804MPULNN06",NA,1,NA,3,NA,NA,NA,498838,NA,1319780,NA,NA
"VABM791112HPULRR09",1,NA,1,4,2,NA,1100000,NA,664642,2129954,1502614,NA
"VACÁ731105HVZRDG03",NA,2,NA,NA,NA,NA,NA,867367,NA,NA,NA,NA
"VACA790420MVZLNR07",1,2,2,2,1,NA,543982,1162161,521022,1363514,517659,NA
"VACA830505MPULRT05",NA,2,NA,1,NA,NA,NA,984832,NA,303457,NA,NA
"VACÁ830821HPUNVG07",1,3,NA,NA,NA,NA,247648,535964,NA,NA,NA,NA
"VACA850113HSNLML02",NA,NA,1,3,NA,NA,NA,NA,3100000,2094279,NA,NA
"VACB780127MDFLLN03",NA,1,NA,2,NA,1,NA,423475,NA,1149557,NA,477569
"VACG750215HVZLSL07",NA,NA,2,2,1,NA,NA,NA,2688877,1134039,590765,NA
"VACG860504MAGLSL03",1,5,NA,NA,NA,NA,281353,1003946,NA,NA,NA,NA
"VACJ730402MPULRN01",1,3,NA,NA,NA,NA,278711,1007844,NA,NA,NA,NA
"VACJ890922HAGCML06",1,NA,NA,2,NA,NA,457575,NA,NA,1114629,NA,NA
"VACL750124MDFLHR03",1,NA,2,2,NA,1,532949,NA,3679654,1126755,NA,596931
"VACL780610MDFRNS08",1,3,NA,NA,NA,NA,276049,665087,NA,NA,NA,NA
"VACL870609MAGLSS06",NA,7,NA,NA,NA,NA,NA,1446285,NA,NA,NA,NA
"VÁCM720719MVZSLR06",NA,4,NA,NA,NA,NA,NA,900635,NA,NA,NA,NA
"VACM780701MAGLRR07",1,5,NA,NA,NA,NA,373486,2386511,NA,NA,NA,NA
"VACM811114HPUCHR06",NA,2,NA,2,NA,NA,NA,721207,NA,988354,NA,NA
"VADS881025MSNLML06",1,4,NA,NA,NA,NA,348132,757651,NA,NA,NA,NA
"VAEE880510HDFLCT08",NA,3,NA,NA,NA,NA,NA,734186,NA,NA,NA,NA
"VAEÓ860313MDFLQC04",NA,3,NA,NA,NA,1,NA,1192905,NA,NA,NA,396627
"VAER770814HSNLPS05",1,3,NA,NA,NA,NA,542982,1350335,NA,NA,NA,NA
"VAFC770320MAGLNL04",1,5,NA,NA,NA,NA,288126,925546,NA,NA,NA,NA
"VÁFE760316HAGZNM07",1,6,NA,NA,NA,NA,511639,2517724,NA,NA,NA,NA
"VAFJ720609MVZRRS05",NA,1,3,1,NA,1,NA,407418,2916829,550182,NA,501251
"VAGC790616MSNLLR04",NA,4,NA,2,NA,NA,NA,2166540,NA,723933,NA,NA
"VAGF890623MAGLRL06",NA,NA,1,3,3,NA,NA,NA,3100000,1795887,2017479,NA
"VAGJ890526HPULRZ05",NA,1,NA,2,1,NA,NA,588585,NA,879380,576844,NA
"VAGL840122HDFLRZ08",NA,2,2,1,NA,NA,NA,1256919,750550,760865,NA,NA
"VAGM800222MPULNR09",2,2,NA,2,NA,NA,969062,1049822,NA,949185,NA,NA
"VAGS760304HAGLRL04",2,1,1,4,NA,NA,1704314,412570,541953,2230451,NA,NA
"VAGS820409HSNLLL07",NA,4,NA,NA,NA,NA,NA,649332,NA,NA,NA,NA
"VÁHG821111HAGZRR08",NA,2,1,2,NA,NA,NA,982441,304626,827116,NA,NA
"VAHJ781102MPULDC07",1,1,2,3,NA,NA,519731,664684,4645310,1740351,NA,NA
"VAHM871103HSNNRL02",NA,2,NA,1,NA,NA,NA,916133,NA,593852,NA,NA
"VAHR810825HPURRM03",NA,NA,5,1,2,NA,NA,NA,4138307,381667,939445,NA
"VAIA700012HPULLT07",NA,1,4,1,NA,NA,NA,595513,4760215,648462,NA,NA
"VAIT770506HDFNLR03",NA,5,NA,2,NA,NA,NA,2313622,NA,1044395,NA,NA
"VAJA700602MSNLML08",1,2,1,2,NA,2,1100000,979529,601388,1206710,NA,918742
"VAJM821105MDFLRR03",NA,2,NA,4,NA,NA,NA,1035376,NA,1749191,NA,NA
"VAKM841116HPULNN01",NA,1,4,NA,NA,1,NA,380948,1551007,NA,NA,603745
"VAKM851014HDFLYR02",NA,2,NA,NA,NA,NA,NA,1029010,NA,NA,NA,NA
"VALA730926MSNLMJ08",NA,3,NA,1,NA,NA,NA,1452538,NA,324075,NA,NA
"VALB760827HSNLCN04",NA,4,NA,NA,NA,NA,NA,655963,NA,NA,NA,NA
"VALG701108HDFRDR04",NA,3,NA,NA,NA,NA,NA,293288,NA,NA,NA,NA
"VALS700006MDFNML02",NA,NA,2,2,NA,NA,NA,NA,2481272,1035260,NA,NA
"VAMA881003HAGLDN08",NA,2,NA,NA,NA,NA,NA,566982,NA,NA,NA,NA
"VAMB750316MSNLRR02",NA,2,3,NA,1,NA,NA,1404362,1379603,NA,535063,NA
"VÁMC730310HPUZRR05",2,2,NA,2,NA,NA,990471,1070894,NA,1048025,NA,NA
"VÁMC841002HPUZNR03",NA,NA,1,2,NA,NA,NA,NA,1700000,1044073,NA,NA
"VAME830722HAGLNR02",1,4,NA,NA,NA,NA,504621,1573020,NA,NA,NA,NA
"VAME850425MAGLNR06",1,2,NA,1,NA,1,461016,952414,NA,541561,NA,559120
"VAME890816MVZLST08",2,NA,1,3,NA,1,1553084,NA,710538,1776256,NA,423440
"VAMF760905MSNLRL01",NA,4,NA,1,NA,NA,NA,1643219,NA,354441,NA,NA
"VÁMJ880306MAGSNS09",NA,NA,1,4,NA,NA,NA,NA,1700000,2087681,NA,NA
"VAMM820207HAGLNR02",1,NA,1,3,1,1,573369,NA,4200000,1313938,705900,721737
"VAMS720727HAGLNB03",1,4,NA,NA,NA,NA,526132,1436679,NA,NA,NA,NA
"VAMV880713HPULRN01",1,4,NA,NA,NA,NA,219294,796125,NA,NA,NA,NA
"VÁNM720916HVZZGX08",NA,3,NA,NA,NA,NA,NA,1550911,NA,NA,NA,NA
"VÁNM841003HSNZTR01",NA,2,NA,NA,NA,1,NA,953788,NA,NA,NA,591394
"VAÑR810323HSNLÑL07",2,1,1,2,NA,1,1571408,397649,774187,1040730,NA,510978
"VAOD840423HAGLNL02",NA,5,NA,NA,NA,1,NA,2364445,NA,NA,NA,307931
"VAOE880222HDFLDR05",1,3,NA,NA,NA,NA,246587,504837,NA,NA,NA,NA
"VÁOH760113MSNSVR03",NA,4,NA,NA,NA,NA,NA,549118,NA,NA,NA,NA
"VÁOR700609MDFSSQ08",1,NA,4,1,NA,3,547427,NA,5601388,696450,NA,1519561
"VAOS840004MVZLMN06",2,2,NA,NA,NA,NA,277166,529429,NA,NA,NA,NA
"VAPA750209MPURRN05",NA,NA,3,2,NA,NA,NA,NA,5424224,1223244,NA,NA
"VAPD720305HAGLLL01",NA,4,NA,NA,NA,NA,NA,2050236,NA,NA,NA,NA
"VAPE760317HAGRLZ02",NA,2,3,2,NA,NA,NA,880216,3318396,1314059,NA,NA
"VAPF750222HVZLZR07",NA,1,NA,1,1,NA,NA,481222,NA,514110,405467,NA
"VAPM710714MAGLNR07",NA,5,NA,NA,NA,NA,NA,1196923,NA,NA,NA,NA
"VÁPM760812MSNZZT01",1,NA,NA,2,NA,1,1100000,NA,NA,1174655,NA,602319
"VAPM830302HVZLLR03",1,6,NA,NA,NA,NA,265249,1283224,NA,NA,NA,NA
"VAPT770216HVZNLM07",NA,2,NA,3,NA,NA,NA,692722,NA,1315486,NA,NA
"VAQD891117MDFLZN03",NA,NA,2,2,NA,NA,NA,NA,2239695,1086268,NA,NA
"VAQJ810921HVZCNC03",NA,1,NA,3,NA,1,NA,566094,NA,1388425,NA,378510
"VAQM850613MPUNRR07",NA,6,NA,NA,NA,NA,NA,950078,NA,NA,NA,NA
"VAQR830827HPULNF06",NA,1,1,1,1,1,NA,656044,2e+06,411310,429196,523279
"VAQT720422HDFLVD08",2,NA,NA,NA,NA,NA,253378,NA,NA,NA,NA,NA
"VAQX740901MAGCNM09",NA,2,1,NA,NA,NA,NA,1032129,598386,NA,NA,NA
"VARB761011HSNRZN09",NA,NA,3,3,NA,NA,NA,NA,4053081,1732652,NA,NA
"VARE740806HDFLNL08",NA,3,NA,NA,NA,1,NA,1263403,NA,NA,NA,485595
"VARK831123HSNLDM04",NA,NA,2,4,1,NA,NA,NA,2089874,2486956,543496,NA
"VÁRN840209MDFZLT05",NA,NA,2,3,NA,NA,NA,NA,738885,1988350,NA,NA
"VASA730504HSNLVN06",NA,4,NA,NA,NA,NA,NA,510030,NA,NA,NA,NA
"VASA870219HVZLNX02",1,2,NA,1,1,NA,408412,798358,NA,507735,585239,NA
"VASI820012HAGLDN09",1,2,NA,NA,NA,NA,180194,302552,NA,NA,NA,NA
"VÁSI851005HAGSLB05",1,1,4,1,NA,NA,654452,796928,3112536,479887,NA,NA
"VASJ750924MAGLLM08",1,3,NA,NA,NA,NA,305111,1410560,NA,NA,NA,NA
"VASV860609MAGLNC03",1,1,1,2,NA,NA,1100000,706066,439038,1393071,NA,NA
"VATB750623MDFLJR02",NA,NA,4,2,NA,NA,NA,NA,5231134,1327675,NA,NA
"VATG710715MDFLRL05",NA,4,NA,NA,NA,1,NA,1727309,NA,NA,NA,550505
"VAVA720601HDFLCT06",1,1,2,3,NA,NA,1100000,458547,1393238,2199002,NA,NA
"VAVC710719MAGLGL03",1,2,NA,2,NA,NA,384238,964267,NA,1102973,NA,NA
"VAVE721010HSNLZT09",1,3,NA,1,NA,NA,462026,1273105,NA,582859,NA,NA
"VAVE750415HSNLLT06",NA,5,NA,NA,NA,NA,NA,1110404,NA,NA,NA,NA
"VÁVE760203MPUSLC02",1,NA,1,3,1,1,738304,NA,2e+06,1487304,755220,700604
"VAVJ870715HDFRLZ01",NA,3,NA,NA,NA,NA,NA,269621,NA,NA,NA,NA
"VAVM810619HVZLLN08",NA,NA,2,3,1,1,NA,NA,536392,1507387,574545,735080
"VAVM830309HPULLR06",2,5,NA,NA,NA,NA,1025135,2367290,NA,NA,NA,NA
"VÁVS800127HDFSZN08",NA,5,NA,1,NA,NA,NA,2177595,NA,358934,NA,NA
"VAXB820426MAGRNR06",1,1,2,2,1,NA,1100000,748540,1459296,859693,542017,NA
"VAYM880807MAGCBR06",1,NA,2,3,NA,NA,1100000,NA,1109204,1507912,NA,NA
"VAZM881003HDFRMT06",NA,NA,2,2,1,3,NA,NA,625783,963113,555597,1473435
"VAZV860121HSNCRC05",1,NA,4,1,1,NA,1100000,NA,2634297,461638,568858,NA
"VAZX870822HAGLMM05",NA,NA,4,2,1,NA,NA,NA,6072651,1350885,602664,NA
"VEAG780916MSNLGL08",NA,7,NA,NA,NA,NA,NA,1245455,NA,NA,NA,NA
"VEAG820417MSNRNL03",1,6,NA,NA,NA,NA,347934,1427220,NA,NA,NA,NA
"VEAG830026MSNRLR01",NA,3,NA,NA,NA,NA,NA,1472641,NA,NA,NA,NA
"VEAM711126HVZRCR05",1,3,NA,NA,NA,NA,36152,566320,NA,NA,NA,NA
"VEAM840104MPURLR06",NA,4,NA,NA,NA,NA,NA,626056,NA,NA,NA,NA
"VÉÁM860727MPULLC07",1,4,NA,NA,NA,NA,399326,1961947,NA,NA,NA,NA
"VÉAY890224HDFLNL04",NA,1,2,4,1,NA,NA,453130,2646676,2025124,740112,NA
"VEBG720317MSNLRL02",NA,3,NA,1,NA,NA,NA,1429519,NA,347868,NA,NA
"VEBJ761027MDFRRS03",2,NA,NA,2,NA,NA,780350,NA,NA,951540,NA,NA
"VEBJ830903MPURRM06",NA,NA,6,1,NA,NA,NA,NA,6618710,613357,NA,NA
"VEBL730809HAGLZZ06",NA,5,NA,NA,NA,NA,NA,2229425,NA,NA,NA,NA
"VEBL790509MPUNRS05",NA,NA,2,1,NA,2,NA,NA,4697965,535658,NA,1122489
"VEBM720806MSNRRR02",NA,3,1,NA,NA,NA,NA,1071724,460021,NA,NA,NA
"VÉBR820824HDFLHM06",NA,3,NA,1,NA,NA,NA,1289428,NA,558697,NA,NA
"VECA851127MVZRNF05",NA,3,NA,NA,NA,NA,NA,656936,NA,NA,NA,NA
"VECG871108MVZGSN01",NA,1,NA,3,NA,NA,NA,490593,NA,1131487,NA,NA
"VECJ880413MPUGHS01",1,NA,2,2,1,NA,633399,NA,782190,1395483,694254,NA
"VECK721013MVZRRV06",1,3,NA,NA,NA,NA,405043,1361366,NA,NA,NA,NA
"VÉCL811120MAGLRR09",NA,3,NA,1,NA,NA,NA,1303392,NA,333616,NA,NA
"VECM860401MSNLRG01",NA,2,NA,1,NA,NA,NA,947923,NA,451686,NA,NA
"VECS840014MSNRML03",1,2,NA,NA,NA,NA,242727,448198,NA,NA,NA,NA
"VECT700607MPURRM04",1,3,NA,NA,NA,NA,345685,684710,NA,NA,NA,NA
"VECT730427HAGLSM04",NA,NA,2,3,NA,1,NA,NA,2454529,1458159,NA,593942
"VÉDA890615MPULL 04",1,5,NA,NA,NA,NA,360111,2417104,NA,NA,NA,NA
"VEDM880410HVZNLN04",NA,NA,4,4,NA,NA,NA,NA,5754711,2301518,NA,NA
"VEED750920HAGGQR08",NA,3,NA,NA,NA,1,NA,1213844,NA,NA,NA,352797
"VÉEG850808MAGLQL09",1,NA,2,3,NA,NA,713733,NA,520934,2023022,NA,NA
"VEFD730122HPULRN04",NA,NA,3,2,NA,1,NA,NA,4278389,1074077,NA,791744
"VEGA820414MAGRR 03",1,NA,3,1,NA,NA,694675,NA,4287659,753093,NA,NA
"VEGM860923HAGLMR08",NA,4,NA,1,NA,NA,NA,1876106,NA,326492,NA,NA
"VEHE760422MSNLRL01",NA,1,3,1,1,NA,NA,568319,3522863,476260,628946,NA
"VEHJ740209MPURRS05",1,2,NA,NA,NA,NA,248883,429563,NA,NA,NA,NA
"VÉHJ760106HSNLRS02",1,NA,1,4,1,1,749294,NA,1700000,2584970,754772,653309
"VEHR731026MDFLRB04",2,NA,NA,3,NA,2,1623385,NA,NA,1831730,NA,1294782
"VÉKI791111MVZLRN06",1,1,4,1,NA,NA,515514,575503,3465424,541953,NA,NA
"VEKM870520HPURRR07",NA,NA,3,4,1,NA,NA,NA,5572397,2484504,401476,NA
"VEKR741117HSNRNM06",NA,6,NA,NA,NA,NA,NA,1049404,NA,NA,NA,NA
"VÉLL880102MAGLNL01",NA,3,NA,NA,NA,NA,NA,597347,NA,NA,NA,NA
"VELT800415MDFLMM02",1,1,NA,NA,NA,NA,387721,469120,NA,NA,NA,NA
"VEMA860610HVZLYF06",NA,2,NA,1,NA,NA,NA,865501,NA,583841,NA,NA
"VEMA890011HSNLNJ02",NA,2,NA,3,NA,NA,NA,926791,NA,1410079,NA,NA
"VEME821111MDFNDS09",NA,5,NA,NA,NA,NA,NA,1137369,NA,NA,NA,NA
"VEME890520MSNLLN09",NA,5,NA,NA,NA,NA,NA,1029115,NA,NA,NA,NA
"VEMG761107HPURNL07",NA,4,NA,NA,NA,NA,NA,1749449,NA,NA,NA,NA
"VEMJ760412MDFLNS05",NA,3,NA,1,NA,1,NA,1241622,NA,484705,NA,328444
"VEMJ781023MSNRRS02",1,2,NA,2,NA,NA,410687,776554,NA,954533,NA,NA
"VÉMJ850616HSNLRS09",1,NA,3,4,NA,NA,726608,NA,3002534,2444026,NA,NA
"VÉOG710910MSNLNL06",1,1,3,1,NA,NA,1100000,611913,1887229,467634,NA,NA
"VEOG730706HDFLTL06",NA,1,NA,3,NA,NA,NA,499737,NA,1428917,NA,NA
"VEOM881019HAGRHT03",1,5,NA,NA,NA,NA,233270,1098749,NA,NA,NA,NA
"VEPB870621MSNGCL02",1,1,NA,3,NA,1,480503,351757,NA,1394805,NA,394722
"VEPG730217MPURZR07",1,2,NA,1,NA,NA,577017,855401,NA,520688,NA,NA
"VEPG870327MDFRRR02",NA,6,NA,NA,NA,NA,NA,1048174,NA,NA,NA,NA
"VÉPM870914MPULGR09",1,6,NA,NA,NA,NA,254801,1160059,NA,NA,NA,NA
"VEQC731102MSNRNT02",1,NA,1,3,1,NA,1100000,NA,389540,1753915,759214,NA
"VEQG870101HSNLNB02",NA,3,NA,1,NA,NA,NA,1365205,NA,369196,NA,NA
"VEQS780319HVZRNB02",2,NA,3,2,NA,NA,1140089,NA,4233433,1163496,NA,NA
"VERI740410HVZLSR08",NA,1,1,5,NA,NA,NA,667248,1700000,2858422,NA,NA
"VERI841027HPURMN08",NA,3,NA,NA,NA,1,NA,1496820,NA,NA,NA,550315
"VERJ870717MSNGNM03",NA,1,1,3,NA,1,NA,386782,4200000,1523324,NA,593844
"VERM710706MPULMR06",3,1,NA,2,NA,NA,2377246,673197,NA,1233425,NA,NA
"VÉRM720924MSNLZR02",1,2,1,1,NA,NA,704221,832954,0,522461,NA,NA
"VERM830609MPURYR08",NA,NA,1,3,NA,1,NA,NA,2e+06,1736064,NA,743041
"VERO820227MPULYT05",1,NA,5,1,1,1,1100000,NA,3146049,755702,729860,445449
"VERR870613MPURNC01",1,1,NA,2,NA,NA,572750,302960,NA,831702,NA,NA
"VESU860324HDFGNL05",NA,NA,1,5,1,NA,NA,NA,4200000,2888537,680189,NA
"VÉTM810626MSNLRR06",NA,4,NA,3,NA,NA,NA,1473092,NA,1430149,NA,NA
"VEVA850818HSNLLL05",NA,4,NA,NA,NA,NA,NA,691048,NA,NA,NA,NA
"VEVF840027MDFRLR02",NA,5,NA,NA,NA,NA,NA,1044743,NA,NA,NA,NA
"VEVG880907HAGRLL03",NA,NA,2,2,NA,1,NA,NA,2498064,1107744,NA,409348
"VEVJ841025MVZRNS02",1,6,NA,NA,NA,NA,352325,2684688,NA,NA,NA,NA
"VEVL710216HSNRLS07",NA,3,NA,2,NA,NA,NA,1233112,NA,932780,NA,NA
"VEVM870014HVZGLG07",NA,NA,2,1,1,1,NA,NA,2661137,755635,455717,621745
"VÉVV810014HDFLLC09",NA,1,NA,3,NA,NA,NA,559647,NA,1407322,NA,NA
"VEVV820614MSNLLC03",2,2,NA,NA,NA,NA,351175,204918,NA,NA,NA,NA
"VEVZ800525MVZRLundefined05",NA,NA,3,3,1,1,NA,NA,3349354,1672520,619346,422337
"VÉXA800005HAGLCX01",NA,NA,2,3,1,1,NA,NA,3758035,1898906,770773,726336
"VEYH740401MSNLGR02",NA,3,NA,NA,NA,NA,NA,1200136,NA,NA,NA,NA
"VÉZM880227HPULMR03",NA,2,1,1,NA,NA,NA,804310,528119,590211,NA,NA
"VIAA770401HVZLRN02",NA,NA,3,1,NA,2,NA,NA,4527176,748163,NA,1298785
"VIAB780207HDFLCN02",NA,1,1,4,NA,NA,NA,554939,2e+06,1988611,NA,NA
"VIAC841111HVZLTR03",NA,2,NA,1,NA,NA,NA,1015802,NA,377143,NA,NA
"VIAG750804MVZGGN02",1,4,NA,1,NA,1,482248,1865425,NA,395040,NA,583618
"VIAG780516HSNLMB03",NA,1,1,3,2,NA,NA,479184,1700000,2011342,900054,NA
"VIAJ800723MSNLÑL06",NA,1,3,4,NA,NA,NA,664344,3200108,2472581,NA,NA
"VIAM710908HVZLNN09",1,1,NA,NA,NA,1,590168,377891,NA,NA,NA,539314
"VIAM820412HSNLGR02",NA,NA,4,3,1,NA,NA,NA,5040716,1691131,436392,NA
"VIAR720106HPULDN04",1,NA,3,3,NA,NA,699729,NA,5213002,1395701,NA,NA
"VIAS710406MAGLNL07",NA,5,NA,1,NA,NA,NA,2171467,NA,541695,NA,NA
"VIAX710312MDFGGC03",NA,1,NA,2,NA,1,NA,486206,NA,968431,NA,352189
"VIBE850819HDFLRT04",NA,2,NA,3,NA,NA,NA,840972,NA,1371493,NA,NA
"VIBE890017HPULSR09",NA,4,NA,NA,NA,NA,NA,1065022,NA,NA,NA,NA
"VICA870421MSNLRJ03",1,NA,1,3,NA,1,795112,NA,1700000,1253301,NA,753276
"VICC700706MPULNT06",2,NA,NA,NA,NA,NA,341767,NA,NA,NA,NA,NA
"VICG790404HVZLHB09",NA,2,1,NA,NA,NA,NA,952241,581319,NA,NA,NA
"VICJ700420MDFLRN05",2,1,5,1,NA,NA,1200246,776451,2815832,604258,NA,NA
"VICJ810706MDFLJN01",NA,NA,2,2,NA,NA,NA,NA,4848588,950456,NA,NA
"VICR761019MVZLRB07",NA,2,1,1,NA,1,NA,730577,328318,508647,NA,412042
"VICR850105HPUGRC08",NA,NA,5,1,NA,1,NA,NA,3958864,745791,NA,748511
"VICU750512HPULML05",1,NA,3,3,1,NA,380995,NA,4390643,1500299,729142,NA
"VIDA710105MSNLMD09",1,4,NA,NA,NA,NA,253660,676668,NA,NA,NA,NA
"VIDÁ881022MPULLG09",NA,3,NA,NA,NA,1,NA,1377606,NA,NA,NA,528830
"VIDA881024MSNLRX05",2,1,NA,NA,NA,NA,72947,284323,NA,NA,NA,NA
"VIDE710820HPULLM05",1,1,2,3,NA,1,636539,730599,769961,2175205,NA,461316
"VIEV870116HSNLTC05",1,3,NA,2,NA,1,417443,1553040,NA,923249,NA,428530
"VIGA870905MPULJ 02",1,2,NA,NA,NA,NA,85914,587922,NA,NA,NA,NA
"VIGE790707MVZLRT03",1,NA,2,2,1,NA,1100000,NA,1074355,974735,700356,NA
"VIGI890502HAGLDB02",NA,2,1,2,NA,NA,NA,1015100,353704,1112370,NA,NA
"VIGJ710204HPULLS05",NA,1,3,2,NA,NA,NA,395706,3244584,1028474,NA,NA
"VIGM780813HDFLRR04",1,NA,4,2,NA,1,1100000,NA,2530365,1142634,NA,386307
"VIGP810301HAGLLT07",NA,3,2,NA,NA,NA,NA,1221746,1067631,NA,NA,NA
"VIGS750713HDFGRR03",NA,3,NA,2,NA,NA,NA,1336303,NA,1042235,NA,NA
"VIKB800402MDFLRR09",NA,2,NA,1,NA,2,NA,947571,NA,438654,NA,964042
"VIKM790612HPULRC03",NA,1,3,NA,NA,1,NA,743245,4480018,NA,NA,565630
"VIKS891025HAGRRS06",1,1,1,3,1,NA,734653,591162,2e+06,1873460,654534,NA
"VILH770427MPULYR05",NA,NA,2,NA,NA,NA,NA,NA,873961,NA,NA,NA
"VIMA770722MPURN 01",1,2,1,1,NA,NA,455612,919928,419721,338433,NA,NA
"VIMC750118HSNLNR08",NA,NA,4,1,NA,1,NA,NA,1421022,581398,NA,665449
"VIML800402MVZLCS02",NA,NA,1,1,NA,2,NA,NA,2e+06,445552,NA,1190664
"VIMM780514HAGLGR09",NA,2,NA,2,NA,1,NA,820175,NA,932895,NA,399275
"VIMP700006HDFLNB08",NA,NA,2,2,NA,1,NA,NA,4989024,1281895,NA,516769
"VIMV860518HDFGJC09",NA,3,NA,NA,NA,NA,NA,1103768,NA,NA,NA,NA
"VINA881109MVZGÑF03",NA,1,NA,1,NA,NA,NA,422233,NA,441326,NA,NA
"VIOX820925MPULZM04",1,NA,1,3,NA,1,1100000,NA,488103,2174901,NA,464319
"VIPM751108HVZLSR05",NA,1,NA,2,NA,1,NA,447903,NA,827696,NA,335980
"VIPR720316MSNGNQ02",1,3,NA,NA,NA,NA,216607,720593,NA,NA,NA,NA
"VIPX870409MSNLZM02",NA,2,NA,2,NA,NA,NA,985485,NA,967794,NA,NA
"VIQE770118MDFLVT06",NA,6,NA,NA,NA,NA,NA,1667800,NA,NA,NA,NA
"VIQS720927HPULZR07",NA,1,1,3,NA,1,NA,548896,1700000,1876580,NA,526482
"VIRJ870124MDFLJL02",NA,2,3,1,NA,2,NA,1175475,1083132,630490,NA,1093897
"VIRR860024MSNLDQ01",1,4,NA,NA,NA,1,459237,2069898,NA,NA,NA,490707
"VIRY751101HDFLDR06",NA,NA,3,2,NA,NA,NA,NA,5414927,1431007,NA,NA
"VIRY851003HPULLR02",NA,2,NA,2,NA,NA,NA,779822,NA,981038,NA,NA
"VISI810702MVZLGB07",NA,NA,4,2,NA,NA,NA,NA,4683746,1195275,NA,NA
"VISL720509HDFLCR08",NA,3,NA,3,NA,NA,NA,1101209,NA,1306869,NA,NA
"VISM740010MAGLLR01",NA,1,2,3,1,NA,NA,445137,4587900,1618711,763848,NA
"VISM890319MSNLLR01",1,NA,2,4,1,NA,392379,NA,4778043,2809130,403184,NA
"VISS701102MVZRNN01",1,1,1,1,NA,1,1100000,381596,415985,629000,NA,645967
"VISS820309MPULCL02",1,NA,4,1,NA,1,552268,NA,6009186,440910,NA,791709
