"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"ROVJ830609HPUSRN01",3,NA,NA,NA,194242100,NA,NA,NA
"ROVM861011HPUDLN02",3,NA,NA,NA,256490634,NA,NA,NA
"ROVT830813HDFBNM04",2,NA,NA,NA,22577092,NA,NA,NA
"ROXF891005MSNDNR08",1,NA,NA,NA,8069365,NA,NA,NA
"ROYA890414MVZSND06",2,1,NA,NA,170011878,91542609,NA,NA
"ROYF830216MAGSGR04",1,NA,NA,NA,1373568,NA,NA,NA
"ROZB820210HDFSMR07",2,1,NA,NA,187952984,22841198,NA,NA
"ROZD760611MSNSMN04",1,NA,NA,NA,1480707,NA,NA,NA
"ROZL840506HPUJMR08",1,NA,NA,NA,454418,NA,NA,NA
"RUAT830410MAGBRM01",3,NA,NA,NA,326219450,NA,NA,NA
"RUCI870026HVZZZN04",3,NA,NA,NA,299555680,NA,NA,NA
"RUKE710218HAGBRL04",1,NA,NA,NA,5004081,NA,NA,NA
"RUMA811008HVZBGL05",1,NA,NA,NA,1005961,NA,NA,NA
"RUMB890009MPUBSR03",3,NA,NA,NA,201719481,NA,NA,NA
"RUMJ700713MVZZRS06",1,NA,NA,NA,839453,NA,NA,NA
"RUMM770313HPUZTR03",1,NA,NA,NA,2340315,NA,NA,NA
"RUOJ720618HDFLLN03",1,NA,NA,NA,7130246,NA,NA,NA
"RUPF830712MSNBDL05",1,NA,NA,NA,876974,NA,NA,NA
"RURS830221HAGBCL08",2,1,NA,NA,179927356,119772932,NA,NA
"RUUM700126HAGBBR02",2,NA,NA,NA,115245249,NA,NA,NA
"RUVA710806MSNBLS02",3,NA,NA,NA,134275527,NA,NA,NA
"RUVA861023MPUBZC01",3,NA,NA,NA,212887010,NA,NA,NA
"RUVS841113MAGLLL06",1,NA,NA,NA,4498360,NA,NA,NA
"SAAC850107MPUNRC02",3,NA,NA,NA,291047095,NA,NA,NA
"SAAE790821HAGNCT09",3,NA,NA,NA,220257439,NA,NA,NA
"SAAF761117MDFCLD08",1,NA,NA,NA,1021983,NA,NA,NA
"SAAJ860927HDFZRS02",2,NA,NA,NA,143058354,NA,NA,NA
"SAAR790823MDFCTS01",3,NA,NA,NA,98656342,NA,NA,NA
"SAAS730208MDFLRS03",2,NA,NA,NA,174187692,NA,NA,NA
"SABJ710116HDFLDS01",2,NA,NA,NA,151202427,NA,NA,NA
"SABL780420HPULLS06",2,1,NA,NA,108554346,43690981,NA,NA
"SABP891022MDFLRL04",2,NA,NA,NA,111755365,NA,NA,NA
"SABR840319MPUNRC06",1,NA,NA,NA,6185442,NA,NA,NA
"SABV750826MDFLLC07",1,NA,NA,NA,4428827,NA,NA,NA
"SACC820703HAGLSL07",1,NA,NA,NA,1027840,NA,NA,NA
"SACC861113MDFNRR07",1,NA,NA,NA,8674895,NA,NA,NA
"SACL760512MVZLRS06",2,1,NA,NA,141418402,122163404,NA,NA
"SÁCL790010MAGNSZ06",1,NA,NA,NA,7088333,NA,NA,NA
"SACL800907HSNNRT06",1,NA,NA,NA,1871481,NA,NA,NA
"SACL840825MPUNRS08",1,NA,NA,NA,3491053,NA,NA,NA
"SACM790826MSNLLC01",2,NA,NA,NA,272092350,NA,NA,NA
"SACM800804HDFLSN05",3,NA,NA,NA,145215670,NA,NA,NA
"SACM840510HSNNVR03",1,NA,NA,NA,4577469,NA,NA,NA
"SACN750714HPUNSC08",2,NA,NA,NA,218381361,NA,NA,NA
"SACP830218MAGLDT04",3,NA,NA,NA,280573580,NA,NA,NA
"SACS820702MPULDB02",1,NA,NA,NA,3275273,NA,NA,NA
"SADD780904HAGCLL06",1,NA,NA,NA,8114575,NA,NA,NA
"SADE800816HAGNLS02",2,1,NA,NA,151737350,85166963,NA,NA
"SADI740709HSNLZR02",1,NA,NA,NA,5956106,NA,NA,NA
"SÁDL831018HAGNLC01",2,NA,NA,NA,82767500,NA,NA,NA
"SADU870211HPUNLL09",1,NA,NA,NA,2744515,NA,NA,NA
"SAEF730723MPUNCL09",1,NA,NA,NA,551709,NA,NA,NA
"SAEJ820305MVZLCS09",3,NA,NA,NA,234092678,NA,NA,NA
"SAEN750310MDFCPM04",3,NA,NA,NA,272719351,NA,NA,NA
"SAEV820104MVZLPN02",3,NA,NA,NA,216872384,NA,NA,NA
"SAFC720910MSNNRM07",2,NA,NA,NA,95681067,NA,NA,NA
"SAGB850903HPUNNL03",3,NA,NA,NA,338212395,NA,NA,NA
"SAGD740026MAGNDL04",3,NA,NA,NA,204859087,NA,NA,NA
"SAGD750215MDFLRN09",2,NA,NA,NA,165083108,NA,NA,NA
"SÁGJ781110HPUNDS07",1,NA,NA,NA,3270074,NA,NA,NA
"SAGJ850924HDFNVS01",1,NA,NA,NA,8838772,NA,NA,NA
"SAGR750404MAGLDN01",1,NA,NA,NA,8027377,NA,NA,NA
"SAGV830227MAGVLC02",3,NA,NA,NA,177945401,NA,NA,NA
"SAHS760911HVZCRN02",1,NA,NA,NA,340607,NA,NA,NA
"SAIG850626MVZNRR04",3,NA,NA,NA,195298100,NA,NA,NA
"SAJI870801HPURSS04",1,NA,NA,NA,5982264,NA,NA,NA
"SAKA811106MSNLNundefined03",3,NA,NA,NA,101733295,NA,NA,NA
"SAKA820812MDFNZN05",3,NA,NA,NA,139778467,NA,NA,NA
"SÁKE700122HPUNMS04",3,NA,NA,NA,228703920,NA,NA,NA
"SAKE820220HPUNNL05",2,NA,NA,NA,81140347,NA,NA,NA
"SAKJ800008HAGNYS04",1,NA,NA,NA,1197830,NA,NA,NA
"SAKN741014MAGVRT07",1,NA,NA,NA,8992970,NA,NA,NA
"SAKO820711MAGNDT08",1,NA,NA,NA,424267,NA,NA,NA
"SAKR730716MDFCPL09",1,NA,NA,NA,5631296,NA,NA,NA
"SAKY700322MPULDM08",3,NA,NA,NA,187311061,NA,NA,NA
"SAMA790217HAGLNN07",1,NA,NA,NA,9421622,NA,NA,NA
"SAMB710820MDFLLR06",3,NA,NA,NA,98036481,NA,NA,NA
"SAME750406HDFLNN03",1,NA,NA,NA,7787495,NA,NA,NA
"SAME810414MAGLJR06",1,NA,NA,NA,37805632,NA,NA,NA
"SAMF760815HAGRSL09",2,NA,NA,NA,139267105,NA,NA,NA
"SAML850912MVZNNN07",1,NA,NA,NA,9582967,NA,NA,NA
"SAMM700926HAGLRT06",1,NA,NA,NA,1060825,NA,NA,NA
"SÁMM800022HVZNRR01",3,NA,NA,NA,229954950,NA,NA,NA
"SAMM850507HPULRR03",3,NA,NA,NA,146159367,NA,NA,NA
"SAMP740202MVZNRL01",2,NA,NA,NA,100166541,NA,NA,NA
"SAMX890007MDFLNM02",3,NA,NA,NA,160692126,NA,NA,NA
"SANC740911MSNCGC05",3,NA,NA,NA,200406017,NA,NA,NA
"SAOC870205HAGCMR02",1,NA,NA,NA,312812,NA,NA,NA
"SAOE720522MSNLTR01",3,NA,NA,NA,184954127,NA,NA,NA
"SAOK770615MSNLNM01",3,NA,NA,NA,202107797,NA,NA,NA
"SAOL720627MAGVVR07",3,NA,NA,NA,184417858,NA,NA,NA
"SAOY800527MAGLTL03",1,NA,NA,NA,7215262,NA,NA,NA
"SAPH760506MPULLR08",3,NA,NA,NA,131892782,NA,NA,NA
"SAPJ830401HSNNLR03",1,NA,NA,NA,5795728,NA,NA,NA
"SAPL850525HAGNRL02",3,NA,NA,NA,220929252,NA,NA,NA
"SAPM890713MPURRR08",1,NA,NA,NA,1619572,NA,NA,NA
"SAPR730015HVZLGC03",3,NA,NA,NA,211768696,NA,NA,NA
"SAQA880224HAGCNR09",1,NA,NA,NA,9788552,NA,NA,NA
"SAQD841019HSNLNB04",1,NA,NA,NA,5603263,NA,NA,NA
"SAQJ740325MAGNSS01",1,NA,NA,NA,6702199,NA,NA,NA
"SAQM790201HSNNNR06",1,1,NA,NA,61917620,56992011,NA,NA
"SARA720108MAGMBB06",1,NA,NA,NA,1075734,NA,NA,NA
"SARF700215MVZRMR06",3,NA,NA,NA,310828237,NA,NA,NA
"SÁRJ861104HSNNYS07",1,NA,NA,NA,8607494,NA,NA,NA
"SARR890215MPUNCL07",1,NA,NA,NA,77740999,NA,NA,NA
"SASA740403MPUZMX05",1,NA,NA,NA,6074830,NA,NA,NA
"SASA790507HDFCND09",1,NA,NA,NA,924756,NA,NA,NA
"SASA850604HAGNLR05",1,NA,NA,NA,5122151,NA,NA,NA
"SASG800201HPULNB03",1,NA,NA,NA,5549184,NA,NA,NA
"SASH761004HSNLZG01",1,NA,NA,NA,4184799,NA,NA,NA
"SASJ781011HVZZCN03",1,NA,NA,NA,199905,NA,NA,NA
"SASM750708HDFLLG02",1,NA,NA,NA,3013338,NA,NA,NA
"SASÓ830006MAGLCC08",1,NA,NA,NA,8286540,NA,NA,NA
"SASX800627MSNLNC08",1,NA,NA,NA,757673,NA,NA,NA
"SATE801102MVZLJS08",1,NA,NA,NA,6221308,NA,NA,NA
"SATL830314MSNVRS05",3,NA,NA,NA,128975498,NA,NA,NA
"SATM740811HVZNFN09",2,NA,NA,NA,70581610,NA,NA,NA
"SÁTS710106HSNNVN06",2,NA,NA,NA,192941411,NA,NA,NA
"SATS801008MVZRRF07",3,NA,NA,NA,113457100,NA,NA,NA
"SÁTV870319MVZNRN09",3,NA,NA,NA,237853923,NA,NA,NA
"SATX740620MSNNLM06",1,NA,NA,NA,7910547,NA,NA,NA
"SAVA730621HSNNLT06",1,NA,NA,NA,3056473,NA,NA,NA
"SAVE750423HVZLRC08",3,NA,NA,NA,86677272,NA,NA,NA
"SAVG750219HSNLRD09",1,NA,NA,NA,1254358,NA,NA,NA
"SAVH720906MSNCLG05",3,NA,NA,NA,242996549,NA,NA,NA
"SAVM730603HVZVLR07",3,NA,NA,NA,122561581,NA,NA,NA
"SAVR780115MSNLNM02",3,NA,NA,NA,233994305,NA,NA,NA
"SAXE790612MDFCCundefined02",3,NA,NA,NA,271276381,NA,NA,NA
"SAXJ800226MDFNNM08",1,NA,NA,NA,32046118,NA,NA,NA
"SAXM830703MSNNNR03",1,NA,NA,NA,3707608,NA,NA,NA
"SAXR780121MAGNNB06",1,NA,NA,NA,1569792,NA,NA,NA
"SAYJ781125MPULGL07",3,NA,NA,NA,166541800,NA,NA,NA
"SAZE731023MDFNRZ04",1,NA,NA,NA,1109930,NA,NA,NA
"SAZM840814MSNLMY04",2,NA,NA,NA,264885885,NA,NA,NA
"SEAC780905MPUVCN09",2,NA,NA,NA,192805468,NA,NA,NA
"SEAI770525MSNPRN05",3,NA,NA,NA,298501390,NA,NA,NA
"SEAJ760312MDFRCR06",3,NA,NA,NA,187748421,NA,NA,NA
"SEAM810125HPUGNR03",1,NA,NA,NA,3458627,NA,NA,NA
"SEAR860002HSNRMG05",3,NA,NA,NA,197420748,NA,NA,NA
"SEAS720510MAGGCL08",1,NA,NA,NA,3668049,NA,NA,NA
"SEAV810224HDFGRC04",1,NA,NA,NA,297709,NA,NA,NA
"SEBA840225MAGDTT01",3,NA,NA,NA,101747813,NA,NA,NA
"SEBD830623MDFVRL09",3,NA,NA,NA,208765043,NA,NA,NA
"SEBV740126MPUGRC02",1,NA,NA,NA,1832807,NA,NA,NA
"SECJ850327HDFRNM01",3,NA,NA,NA,280240102,NA,NA,NA
"SECM700911MSNGRR02",1,NA,NA,NA,961001,NA,NA,NA
"SECM771125MPURMR06",3,NA,NA,NA,181466548,NA,NA,NA
"SECR780920HVZGSB08",3,NA,NA,NA,187719814,NA,NA,NA
"SEDA730213MPURLT06",1,NA,NA,NA,5600045,NA,NA,NA
"SEDJ810003HDFRMZ07",3,NA,NA,NA,180255691,NA,NA,NA
"SEEG890316HVZDQD07",3,NA,NA,NA,221160162,NA,NA,NA
"SEEL870713MVZDCS06",1,NA,NA,NA,2129526,NA,NA,NA
"SEFA800306HVZRRD01",1,NA,NA,NA,3165503,NA,NA,NA
"SEFR810214HDFPJM01",1,NA,NA,NA,8460440,NA,NA,NA
"SEKG800013HSNPNL08",1,NA,NA,NA,1092461,NA,NA,NA
"SELA810908HDFGYD06",3,NA,NA,NA,119781643,NA,NA,NA
"SEMB820924HPURJR09",1,NA,NA,NA,7231096,NA,NA,NA
"SEMI700110HVZRNS08",1,NA,NA,NA,7239307,NA,NA,NA
"SENS741023HVZRÑB05",1,NA,NA,NA,6548466,NA,NA,NA
"SEOA740018MPUPVN05",1,NA,NA,NA,741791,NA,NA,NA
"SEQM700707MVZRÑR07",1,NA,NA,NA,5534990,NA,NA,NA
"SESM880920MAGGTR08",1,NA,NA,NA,1500411,NA,NA,NA
"SETA881123MVZGMJ04",1,NA,NA,NA,6892913,NA,NA,NA
"SIAM770504HDFRBN05",3,NA,NA,NA,154063471,NA,NA,NA
"SIAV840817MDFRCL07",2,1,NA,NA,154305906,99347327,NA,NA
"SIBG880419MVZSRB03",1,NA,NA,NA,8711644,NA,NA,NA
"SIBJ730722MPUSRS05",1,NA,NA,NA,898134,NA,NA,NA
"SIII700420MPURRN05",1,NA,NA,NA,205245,NA,NA,NA
"SIMB790119MSNRNT09",3,NA,NA,NA,214118577,NA,NA,NA
"SIMC800018MAGRJC05",1,NA,NA,NA,1948757,NA,NA,NA
"SIVE741003HVZRLS08",2,NA,NA,NA,216555004,NA,NA,NA
"SOAA750705HAGLGJ05",2,NA,NA,NA,160532960,NA,NA,NA
"SOAC771021MAGLNL03",2,NA,NA,NA,81632074,NA,NA,NA
"SOAG810410MDFTDL06",1,NA,NA,NA,3788460,NA,NA,NA
"SOAJ820620MDFTCM03",3,NA,NA,NA,210644424,NA,NA,NA
"SOAM760511HAGRMR07",2,NA,NA,NA,137626519,NA,NA,NA
"SOAT750104MSNLRM01",3,NA,NA,NA,177533900,NA,NA,NA
"SOBC760321MSNLRN02",1,NA,NA,NA,1870991,NA,NA,NA
"SOBD880804HAGLRM03",1,NA,NA,NA,1692667,NA,NA,NA
"SOBE760323MDFRLM04",3,NA,NA,NA,235496174,NA,NA,NA
"SOBF751110HSNTDD09",3,NA,NA,NA,235499658,NA,NA,NA
"SOBJ861112HPUSRS05",3,NA,NA,NA,249269527,NA,NA,NA
"SOBM890116MAGLSR04",1,NA,NA,NA,324465,NA,NA,NA
"SOBP830206MDFTRB07",3,NA,NA,NA,222799378,NA,NA,NA
"SOCA790627MSNLRundefined02",3,NA,NA,NA,115748326,NA,NA,NA
"SOCE840724HVZSNS08",1,NA,NA,NA,3416403,NA,NA,NA
"SOCN720108HVZTRT09",1,NA,NA,NA,58476468,NA,NA,NA
"SOCP730708MDFRRB05",1,NA,NA,NA,4224050,NA,NA,NA
"SOCP841122HDFLLB01",3,NA,NA,NA,213146862,NA,NA,NA
"SOCR720224HVZLHB05",3,NA,NA,NA,181693643,NA,NA,NA
"SOCS830006HPUSBL05",1,NA,NA,NA,4038511,NA,NA,NA
"SODF830218MAGLLD08",3,NA,NA,NA,252990103,NA,NA,NA
"SODJ750326MVZRLL08",1,NA,NA,NA,934973,NA,NA,NA
"SODR710007HVZLLL03",1,NA,NA,NA,1673872,NA,NA,NA
"SOGA720017HPURRJ09",1,NA,NA,NA,8900061,NA,NA,NA
"SOGA810714MDFRLF07",1,NA,NA,NA,95707603,NA,NA,NA
"SOGD760827MAGTYB09",2,NA,NA,NA,86337033,NA,NA,NA
"SOGJ760827HAGTDR03",3,NA,NA,NA,182938425,NA,NA,NA
"SOGÓ711116HSNLLC01",3,NA,NA,NA,194157582,NA,NA,NA
"SOGR850513HSNLSF02",2,NA,NA,NA,226264404,NA,NA,NA
"SOHE700301HPULXL07",1,NA,NA,NA,1628068,NA,NA,NA
"SOHJ791025MVZLRR04",3,NA,NA,NA,173194866,NA,NA,NA
"SOHM870011MAGTRT03",3,NA,NA,NA,231649436,NA,NA,NA
"SOHS760209HAGLXN01",3,NA,NA,NA,167490954,NA,NA,NA
"SOKA801012MVZLRB09",2,NA,NA,NA,71108454,NA,NA,NA
"SOKS860509HAGLRR06",2,NA,NA,NA,82864699,NA,NA,NA
"SOLA801002MDFTMN02",1,NA,NA,NA,5947322,NA,NA,NA
"SOML850626HDFLRS08",1,1,NA,NA,88666319,40135721,NA,NA
"SOOM700127MDFLTR08",3,NA,NA,NA,90396448,NA,NA,NA
"SOPD800315MAGLRN01",1,NA,NA,NA,4012955,NA,NA,NA
"SOPÓ850827HPULÑC05",2,NA,NA,NA,85641232,NA,NA,NA
"SOQB760208HDFLZR08",1,NA,NA,NA,556394,NA,NA,NA
"SORN820325MAGLBT01",2,NA,NA,NA,135808945,NA,NA,NA
"SOTE760811HPUTJT08",1,NA,NA,NA,6665785,NA,NA,NA
"SOUP700422HVZLLT03",3,NA,NA,NA,264232957,NA,NA,NA
"SOUP830515MAGLRT09",1,NA,NA,NA,1701010,NA,NA,NA
"SOVI890702HDFLLR05",1,NA,NA,NA,3360166,NA,NA,NA
"SOVL710506MDFLRS06",2,NA,NA,NA,152878742,NA,NA,NA
"SOVV880809HSNLCL01",1,NA,NA,NA,999751,NA,NA,NA
"SOXA701022HPURR 03",2,NA,NA,NA,89170169,NA,NA,NA
"SUAD880106MSNRNL05",1,NA,NA,NA,3472027,NA,NA,NA
"SUBI870024MDFRRN08",1,NA,NA,NA,9863397,NA,NA,NA
"SULL720204MVZRMS02",2,NA,NA,NA,100032334,NA,NA,NA
"SUME841007MAGRNL07",3,NA,NA,NA,211117433,NA,NA,NA
"SURM890308MSNRDR06",1,NA,NA,NA,6012648,NA,NA,NA
"SUVS720915HAGRLL02",1,NA,NA,NA,1284838,NA,NA,NA
"TABA790805MDFMRundefined05",2,NA,NA,NA,168199849,NA,NA,NA
"TABE720113MVZPRL07",3,NA,NA,NA,259390380,NA,NA,NA
"TABE880212HAGMLT05",3,NA,NA,NA,260469941,NA,NA,NA
"TABV750211HDFFRC06",1,NA,NA,NA,5484755,NA,NA,NA
"TACG891124HVZPRL04",1,NA,NA,NA,1769453,NA,NA,NA
"TACP880411HPUMRL06",3,NA,NA,NA,231265812,NA,NA,NA
"TADG700922HAGMLL09",1,NA,NA,NA,7545575,NA,NA,NA
"TAEF880805HVZPRR01",3,NA,NA,NA,134904816,NA,NA,NA
"TAFL840304HPUMRS05",3,NA,NA,NA,174276354,NA,NA,NA
"TAJF800402MDFPRT04",2,NA,NA,NA,106116363,NA,NA,NA
"TAKR820920MSNMNS01",3,NA,NA,NA,132002393,NA,NA,NA
"TAKV710225HVZFDR01",3,NA,NA,NA,230992044,NA,NA,NA
"TALM890221MDFPBY02",2,NA,NA,NA,47883312,NA,NA,NA
"TAMC880227HDFPDL06",3,NA,NA,NA,178331733,NA,NA,NA
"TAMJ720421MVZMDS02",1,NA,NA,NA,8912691,NA,NA,NA
"TANÓ880104MSNMÑC06",1,NA,NA,NA,8148974,NA,NA,NA
"TARI890922MPUMMC03",1,NA,NA,NA,5158590,NA,NA,NA
"TATO840205MSNMLT04",3,NA,NA,NA,160372251,NA,NA,NA
"TEAA740712HSNLST08",1,NA,NA,NA,5550094,NA,NA,NA
"TEAC840817MDFRNN02",2,1,NA,NA,145305989,59856781,NA,NA
"TEAE830011MPURRT04",1,NA,NA,NA,8076402,NA,NA,NA
"TEAL840411MSNLLS04",2,NA,NA,NA,150762994,NA,NA,NA
"TEAM730419MPUJMR08",2,NA,NA,NA,205220463,NA,NA,NA
"TEAV820912HDFRMC02",1,NA,NA,NA,1442437,NA,NA,NA
"TÉBM730027MSNLNR01",3,NA,NA,NA,210864629,NA,NA,NA
"TEBT830015HDFRRM06",1,NA,NA,NA,3623707,NA,NA,NA
"TÉBV750509MAGLRC08",3,NA,NA,NA,286303893,NA,NA,NA
"TECA700801MVZJRX06",2,NA,NA,NA,135979498,NA,NA,NA
"TÉCD730516HAGLHN09",1,NA,NA,NA,3524347,NA,NA,NA
"TECE890613HSNRRN07",1,NA,NA,NA,493297,NA,NA,NA
"TECG781122HAGRHS07",3,NA,NA,NA,192823417,NA,NA,NA
"TECJ710216HDFRSN03",3,NA,NA,NA,239023679,NA,NA,NA
"TECM730012MVZRRR01",3,NA,NA,NA,170411321,NA,NA,NA
"TÉCM740824HSNLSR06",1,NA,NA,NA,2948648,NA,NA,NA
"TECM750220MVZJRR06",1,NA,NA,NA,1555189,NA,NA,NA
"TEDJ821114MSNRVS09",1,NA,NA,NA,5525232,NA,NA,NA
"TEEL880715MAGJQN06",1,NA,NA,NA,1590468,NA,NA,NA
"TÉEM750503HDFLPR09",1,NA,NA,NA,737734,NA,NA,NA
"TEGJ840101HAGLLL07",3,NA,NA,NA,262353456,NA,NA,NA
"TEGM770617HVZRRR08",1,NA,NA,NA,2907619,NA,NA,NA
"TEGP861107HSNRLL02",2,1,NA,NA,138327249,83478721,NA,NA
"TÉHP820512HVZLRL02",1,NA,NA,NA,1957640,NA,NA,NA
"TEJI720305HVZJRN07",1,NA,NA,NA,1951956,NA,NA,NA
"TEKC740621MAGRRR09",3,NA,NA,NA,135392844,NA,NA,NA
"TÉMB850907MAGLNN07",1,NA,NA,NA,4630204,NA,NA,NA
"TEMM780524MPURTR03",3,NA,NA,NA,204015618,NA,NA,NA
"TEMS840323HDFRLN03",1,NA,NA,NA,9955588,NA,NA,NA
"TEOL840427MPUJRR03",3,NA,NA,NA,248231728,NA,NA,NA
"TÉRL721014HVZLYT07",2,1,NA,NA,88624111,22140500,NA,NA
"TÉSL720420HAGLNC03",1,NA,NA,NA,3457433,NA,NA,NA
"TÉSV860821MVZLLR09",2,NA,NA,NA,78347621,NA,NA,NA
"TESV890508HVZRSR01",1,NA,NA,NA,3816916,NA,NA,NA
"TETM800805MVZLMR07",1,NA,NA,NA,429253,NA,NA,NA
"TEVR801119MDFRND03",3,NA,NA,NA,156545620,NA,NA,NA
"TEZD771110MDFJRN03",1,NA,NA,NA,5461506,NA,NA,NA
"TIAE741104HPUJCT08",1,NA,NA,NA,154976,NA,NA,NA
"TIBB821015MSNRNT01",1,NA,NA,NA,1604188,NA,NA,NA
"TIOE840724HDFJRundefined08",1,NA,NA,NA,1289865,NA,NA,NA
"TIOM720121HSNRDR07",2,NA,NA,NA,128296966,NA,NA,NA
"TIQE830301HVZRVV02",1,NA,NA,NA,7426511,NA,NA,NA
"TIRL820025MPUJCS04",1,NA,NA,NA,5047172,NA,NA,NA
"TIUM700405MVZJSR02",3,NA,NA,NA,138209601,NA,NA,NA
"TOAJ890720MDFRGL01",1,NA,NA,NA,812345,NA,NA,NA
"TOAM800124MPURNR06",1,NA,NA,NA,1407571,NA,NA,NA
"TOAV890405HDFRTC04",1,NA,NA,NA,1299442,NA,NA,NA
"TOBF751027MVZVRR09",1,NA,NA,NA,9913687,NA,NA,NA
"TOCS860724MDFVNL03",1,1,NA,NA,76526982,124013253,NA,NA
"TODP880716HPURZT01",2,1,NA,NA,148227528,59599111,NA,NA
"TOEJ810312MVZLPS03",3,NA,NA,NA,242281418,NA,NA,NA
"TOFS841101MSNVNF07",1,NA,NA,NA,4281057,NA,NA,NA
"TÓGN720501MSNRVT09",3,NA,NA,NA,157896296,NA,NA,NA
"TOHC731011MSNRDR06",1,NA,NA,NA,9681586,NA,NA,NA
"TÓHJ710009MPURRL03",1,NA,NA,NA,757049,NA,NA,NA
"TOMA730501HDFRÑ 07",1,NA,NA,NA,4005832,NA,NA,NA
"TOMG781123MDFLNB02",3,NA,NA,NA,240185254,NA,NA,NA
"TOMR711102MPURRM04",2,NA,NA,NA,128411741,NA,NA,NA
"TONJ781121MVZLJS08",3,NA,NA,NA,239587694,NA,NA,NA
"TOOJ790924MAGLMM04",1,NA,NA,NA,5717148,NA,NA,NA
"TOOM891008MAGRVR01",1,NA,NA,NA,1401065,NA,NA,NA
"TOPI821125MAGRLR04",1,NA,NA,NA,9834646,NA,NA,NA
"TÓPS710403HAGRTL05",3,NA,NA,NA,257541635,NA,NA,NA
"TÓRE780317MDFRDL04",3,NA,NA,NA,255851064,NA,NA,NA
"TÓSA780604MDFRRL05",1,NA,NA,NA,26997691,NA,NA,NA
"TOVP800214MAGRNL01",1,NA,NA,NA,1985992,NA,NA,NA
"TRAE890704MAGRSC09",3,NA,NA,NA,163531718,NA,NA,NA
"TRGV700524HAGRRC07",1,NA,NA,NA,38356711,NA,NA,NA
"TRHS721008HSNRRB05",2,NA,NA,NA,145109053,NA,NA,NA
"TRRC860523HPURQR05",3,NA,NA,NA,186307248,NA,NA,NA
"TRSA710704HDFRGB03",3,NA,NA,NA,229384243,NA,NA,NA
"TRSS871103MVZRRL01",1,NA,NA,NA,6152333,NA,NA,NA
"TRTL710921HAGRPS04",2,NA,NA,NA,175277664,NA,NA,NA
"TRTM861018HSNRRR02",3,NA,NA,NA,206717003,NA,NA,NA
"TRVM890007HDFRZN01",1,NA,NA,NA,1066207,NA,NA,NA
"TRXA790914HDFRCF03",2,NA,NA,NA,205728718,NA,NA,NA
"TRXC860416MDFRCR07",1,NA,NA,NA,9708787,NA,NA,NA
"ULAC731027HPULLL04",1,NA,NA,NA,5786601,NA,NA,NA
"ULAJ790213MPULNR05",1,NA,NA,NA,8783056,NA,NA,NA
"ULÁJ820106MSNLLS04",1,NA,NA,NA,3091811,NA,NA,NA
"ULBA760621MDFLRC03",1,NA,NA,NA,8102436,NA,NA,NA
"ULBI820503MPULRR04",1,1,NA,NA,63807837,56385258,NA,NA
"ULMA830902MSNLGundefined09",3,NA,NA,NA,104384856,NA,NA,NA
"ULNE790919HAGLRT02",1,NA,NA,NA,7693032,NA,NA,NA
"ULPB730303MDFLDN07",3,NA,NA,NA,106971468,NA,NA,NA
"ULPM740319HVZLRR01",2,NA,NA,NA,167061342,NA,NA,NA
"ULSM850927MPUBLT06",1,NA,NA,NA,3326563,NA,NA,NA
"ULSM860323MAGBLL06",3,NA,NA,NA,269965516,NA,NA,NA
"ULSM890206MAGBTR01",1,NA,NA,NA,3791042,NA,NA,NA
"URAC780611MAGÑYL04",3,NA,NA,NA,122250707,NA,NA,NA
"URAG870519MSNBCL09",1,NA,NA,NA,9809425,NA,NA,NA
"URAM710501HVZRYY02",1,NA,NA,NA,8295906,NA,NA,NA
"URBD760618MPUÑZG02",2,NA,NA,NA,131790662,NA,NA,NA
"URBF800511MPUÑRR04",3,NA,NA,NA,180174657,NA,NA,NA
"URCB750718HSNBNR05",1,NA,NA,NA,5473917,NA,NA,NA
"URCG871103HDFBDS07",1,NA,NA,NA,796266,NA,NA,NA
"URDJ801102HVZÑLL09",1,1,NA,NA,25345093,139074591,NA,NA
"URES861007MVZSPR01",2,NA,NA,NA,227015668,NA,NA,NA
"URFM861124MSNBNR09",1,NA,NA,NA,1485660,NA,NA,NA
"URGE820211MPUBZZ03",1,NA,NA,NA,1529094,NA,NA,NA
"URHE890203MPURRC03",1,NA,NA,NA,496374,NA,NA,NA
"URKJ820410HPURMM01",2,NA,NA,NA,94913596,NA,NA,NA
"URKS770008MDFÑML07",3,NA,NA,NA,221075898,NA,NA,NA
"URLM830118MDFÑLR03",1,NA,NA,NA,7039012,NA,NA,NA
"URLX780419HSNÑZC02",2,1,NA,NA,125574543,81241433,NA,NA
"URMÁ770615HDFRJG01",3,NA,NA,NA,251853182,NA,NA,NA
"URMD700220HVZBRB01",2,1,NA,NA,218623547,116204102,NA,NA
"URMD710518MAGRSL03",2,NA,NA,NA,162466857,NA,NA,NA
"URMG800225HAGBNN02",3,NA,NA,NA,134394210,NA,NA,NA
"UROS711027HVZBRL02",3,NA,NA,NA,313880717,NA,NA,NA
"URQE780602MSNSSL02",1,NA,NA,NA,4215110,NA,NA,NA
